uf,cod_uf,cod_mun,municipio,pop
PI,22,02505,Caracol,10641
PI,22,02539,Caraúbas do Piauí,5728
PI,22,02554,Caridade do Piauí,4994
PI,22,02604,Castelo do Piauí,18160
PI,22,02653,Caxingó,5279
PI,22,02703,Cocal,27230
PI,22,02711,Cocal de Telha,4621
PI,22,02729,Cocal dos Alves,6028
PI,22,02737,Coivaras,3930
PI,22,02752,Colônia do Gurguéia,6314
PI,22,02778,Colônia do Piauí,7527
PI,22,02802,Conceição do Canindé,4536
PI,22,02851,Coronel José Dias,4602
PI,22,02901,Corrente,26084
PI,22,03008,Cristalândia do Piauí,8102
PI,22,03107,Cristino Castro,10214
PI,22,03206,Curimatá,11121
PI,22,03230,Currais,4845
PI,22,03271,Curral Novo do Piauí,5086
PI,22,03255,Curralinhos,4337
PI,22,03305,Demerval Lobão,13552
PI,22,03354,Dirceu Arcoverde,6862
PI,22,03404,Dom Expedito Lopes,6756
PI,22,03453,Dom Inocêncio,9387
PI,22,03420,Domingos Mourão,4290
PI,22,03503,Elesbão Veloso,14432
PI,22,03602,Eliseu Martins,4807
PI,22,03701,Esperantina,38874
PI,22,03750,Fartura do Piauí,5199
PI,22,03800,Flores do Piauí,4394
PI,22,03859,Floresta do Piauí,2515
PI,22,03909,Floriano,58803
PI,22,04006,Francinópolis,5267
PI,22,04105,Francisco Ayres,4333
PI,22,04154,Francisco Macedo,3097
PI,22,04204,Francisco Santos,9054
PI,22,04303,Fronteiras,11372
PI,22,04352,Geminiano,5319
PI,22,04402,Gilbués,10514
PI,22,04501,Guadalupe,10338
PI,22,04550,Guaribas,4478
PI,22,04600,Hugo Napoleão,3813
PI,22,04659,Ilha Grande,9211
PI,22,04709,Inhuma,15044
PI,22,04808,Ipiranga do Piauí,9599
PI,22,04907,Isaías Coelho,8408
PI,22,05003,Itainópolis,11354
PI,22,05102,Itaueira,10828
PI,22,05151,Jacobina do Piauí,5682
PI,22,05201,Jaicós,18660
PI,22,05250,Jardim do Mulato,4412
PI,22,05276,Jatobá do Piauí,4767
PI,22,05300,Jerumenha,4392
PI,22,05359,João Costa,2965
PI,22,05409,Joaquim Pires,14083
PI,22,05458,Joca Marques,5308
PI,22,05508,José de Freitas,38314
PI,22,05516,Juazeiro do Piauí,5380
PI,22,05524,Júlio Borges,5510
PI,22,05532,Jurema,4657
PI,22,05557,Lagoa Alegre,8330
PI,22,05573,Lagoa de São Francisco,6611
PI,22,05565,Lagoa do Barro do Piauí,4579
PI,22,05581,Lagoa do Piauí,3975
PI,22,05599,Lagoa do Sítio,5047
PI,22,05540,Lagoinha do Piauí,2772
PI,22,05607,Landri Sales,5238
PI,22,05706,Luís Correia,29558
PI,22,05805,Luzilândia,25049
PI,22,05854,Madeiro,8111
PI,22,05904,Manoel Emídio,5263
PI,22,05953,Marcolândia,8249
PI,22,06001,Marcos Parente,4481
PI,22,06050,Massapê do Piauí,6323
PI,22,06100,Matias Olímpio,10718
PI,22,06209,Miguel Alves,33075
PI,22,06308,Miguel Leão,1235
PI,22,06357,Milton Brandão,6517
PI,22,06407,Monsenhor Gil,10410
PI,22,06506,Monsenhor Hipólito,7586
PI,22,06605,Monte Alegre do Piauí,10444
PI,22,06654,Morro Cabeça no Tempo,4073
PI,22,06670,Morro do Chapéu do Piauí,6657
PI,22,06696,Murici dos Portelas,8903
PI,22,06704,Nazaré do Piauí,7261
PI,22,06720,Nazária,8366
PI,22,06753,Nossa Senhora de Nazaré,4747
PI,22,06803,Nossa Senhora dos Remédios,8491
PI,22,07959,Nova Santa Rita,4286
PI,22,06902,Novo Oriente do Piauí,6483
PI,22,06951,Novo Santo Antônio,3387
PI,22,07009,Oeiras,36329
PI,22,07108,Olho D'Água do Piauí,2400
PI,22,07207,Padre Marcos,6748
PI,22,07306,Paes Landim,4071
PI,22,07355,Pajeú do Piauí,3308
PI,22,07405,Palmeira do Piauí,4980
PI,22,07504,Palmeirais,14206
PI,22,07553,Paquetá,3900
PI,22,07603,Parnaguá,10561
PI,22,07702,Parnaíba,149803
PI,22,07751,Passagem Franca do Piauí,4482
PI,22,07777,Patos do Piauí,6257
PI,22,07793,Pau D'Arco do Piauí,3937
PI,22,07801,Paulistana,20168
PI,22,07850,Pavussu,3637
PI,22,07900,Pedro II,38055
PI,22,07934,Pedro Laurentino,2481
PI,22,08007,Picos,76544
PI,22,08106,Pimenteiras,11913
PI,22,08205,Pio IX,18061
PI,22,08304,Piracuruca,28160
PI,22,08403,Piripiri,62650
PI,22,08502,Porto,12284
PI,22,08551,Porto Alegre do Piauí,2647
PI,22,08601,Prata do Piauí,3106
PI,22,08650,Queimada Nova,8796
PI,22,08700,Redenção do Gurguéia,8600
PI,22,08809,Regeneração,17697
PI,22,08858,Riacho Frio,4252
PI,22,08874,Ribeira do Piauí,4381
PI,22,08908,Ribeiro Gonçalves,7151
PI,22,09005,Rio Grande do Piauí,6329
PI,22,09104,Santa Cruz do Piauí,6127
PI,22,09153,Santa Cruz dos Milagres,3926
PI,22,09203,Santa Filomena,6153
PI,22,09302,Santa Luz,5719
PI,22,09377,Santa Rosa do Piauí,5178
PI,22,09351,Santana do Piauí,4544
PI,22,09401,Santo Antônio de Lisboa,6244
PI,22,09450,Santo Antônio dos Milagres,2115
PI,22,09500,Santo Inácio do Piauí,3720
PI,22,09559,São Braz do Piauí,4371
PI,22,09609,São Félix do Piauí,2920
PI,22,09658,São Francisco de Assis do Piauí,5786
PI,22,09708,São Francisco do Piauí,6329
PI,22,09757,São Gonçalo do Gurguéia,2960
PI,22,09807,São Gonçalo do Piauí,4903
PI,22,09856,São João da Canabrava,4523
PI,22,09872,São João da Fronteira,5898
PI,22,09906,São João da Serra,6081
PI,22,09955,São João da Varjota,4747
PI,22,09971,São João do Arraial,7755
PI,22,10003,São João do Piauí,20146
PI,22,10052,São José do Divino,5246
PI,22,10102,São José do Peixe,3697
PI,22,10201,São José do Piauí,6610
PI,22,10300,São Julião,6244
PI,22,10359,São Lourenço do Piauí,4493
PI,22,10375,São Luis do Piauí,2595
PI,22,10383,São Miguel da Baixa Grande,2409
PI,22,10391,São Miguel do Fidalgo,2993
PI,22,10409,São Miguel do Tapuio,18105
PI,22,10508,São Pedro do Piauí,13994
PI,22,10607,São Raimundo Nonato,33802
PI,22,10623,Sebastião Barros,3455
PI,22,10631,Sebastião Leal,4209
PI,22,10656,Sigefredo Pacheco,9854
PI,22,10706,Simões,14411
PI,22,10805,Simplício Mendes,12424
PI,22,10904,Socorro do Piauí,4512
PI,22,10938,Sussuapara,6545
PI,22,10953,Tamboril do Piauí,2851
PI,22,10979,Tanque do Piauí,2703
PI,22,11001,Teresina,844245
PI,22,11100,União,43606
PI,22,11209,Uruçuí,21011
PI,22,11308,Valença do Piauí,20568
PI,22,11357,Várzea Branca,4889
PI,22,11407,Várzea Grande,4334
PI,22,11506,Vera Mendes,3025
PI,22,11605,Vila Nova do Piauí,2965
PI,22,11704,Wall Ferraz,4375
CE,23,00101,Abaiara,11357
CE,23,00150,Acarape,16288
CE,23,00200,Acaraú,61210
CE,23,00309,Acopiara,53135
CE,23,00408,Aiuaba,16997
CE,23,00507,Alcântaras,11321
CE,23,00606,Altaneira,7344
CE,23,00705,Alto Santo,16876
CE,23,00754,Amontada,42098
CE,23,00804,Antonina do Norte,7227
CE,23,00903,Apuiarés,14565
CE,23,01000,Aquiraz,77717
CE,23,01109,Aracati,72727
CE,23,01208,Aracoiaba,26134
CE,23,01257,Ararendá,10775
CE,23,01307,Araripe,21289
CE,23,01406,Aratuba,11358
CE,23,01505,Arneiroz,7771
CE,23,01604,Assaré,23126
CE,23,01703,Aurora,24602
CE,23,01802,Baixio,6198
CE,23,01851,Banabuiú,17906
CE,23,01901,Barbalha,58855
CE,23,01950,Barreira,20687
CE,23,02008,Barro,22279
CE,23,02057,Barroquinha,14828
CE,23,02107,Baturité,34949
CE,23,02206,Beberibe,52310
CE,23,02305,Bela Cruz,32103
CE,23,02404,Boa Viagem,53838
CE,23,02503,Brejo Santo,48056
CE,23,02602,Camocim,62473
CE,23,02701,Campos Sales,27123
CE,23,02800,Canindé,76998
CE,23,02909,Capistrano,17573
CE,23,03006,Caridade,21800
CE,23,03105,Cariré,18645
CE,23,03204,Caririaçu,26858
CE,23,03303,Cariús,18810
CE,23,03402,Carnaubal,17463
CE,23,03501,Cascavel,70047
CE,23,03600,Catarina,20079
CE,23,03659,Catunda,10294
CE,23,03709,Caucaia,353932
CE,23,03808,Cedro,25013
CE,23,03907,Chaval,12910
CE,23,03931,Choró,13294
CE,23,03956,Chorozinho,19192
CE,23,04004,Coreaú,22889
CE,23,04103,Crateús,74271
CE,23,04202,Crato,128680
CE,23,04236,Croatá,17728
CE,23,04251,Cruz,23677
CE,23,04269,Deputado Irapuan Pinheiro,9444
CE,23,04277,Ererê,7104
CE,23,04285,Eusébio,51127
CE,23,04301,Farias Brito,18861
CE,23,04350,Forquilha,23544
CE,23,04400,Fortaleza,2591188
CE,23,04459,Fortim,15951
CE,23,04509,Frecheirinha,13541
CE,23,04608,General Sampaio,6763
CE,23,04657,Graça,15294
CE,23,04707,Granja,53918
CE,23,04806,Granjeiro,4494
CE,23,04905,Groaíras,10847
CE,23,04954,Guaiúba,25841
CE,23,05001,Guaraciaba do Norte,39151
CE,23,05100,Guaramiranga,3720
CE,23,05209,Hidrolândia,20055
CE,23,05233,Horizonte,63365
CE,23,05266,Ibaretama,13188
CE,23,05308,Ibiapina,24649
CE,23,05332,Ibicuitinga,12130
CE,23,05357,Icapuí,19418
CE,23,05407,Icó,67198
CE,23,05506,Iguatu,101386
CE,23,05605,Independência,25957
CE,23,05654,Ipaporanga,11499
CE,23,05704,Ipaumirim,12305
CE,23,05803,Ipu,41391
CE,23,05902,Ipueiras,38022
CE,23,06009,Iracema,14071
CE,23,06108,Irauçuba,23543
CE,23,06207,Itaiçaba,7656
CE,23,06256,Itaitinga,38540
CE,23,06306,Itapajé,51113
CE,23,06405,Itapipoca,124950
CE,23,06504,Itapiúna,19724
CE,23,06553,Itarema,40398
CE,23,06603,Itatira,20285
CE,23,06702,Jaguaretama,17997
CE,23,06801,Jaguaribara,11102
CE,23,06900,Jaguaribe,34561
CE,23,07007,Jaguaruana,33469
CE,23,07106,Jardim,27072
CE,23,07205,Jati,7807
CE,23,07254,Jijoca de Jericoacoara,18926
CE,23,07304,Juazeiro do Norte,266022
CE,23,07403,Jucás,24479
CE,23,07502,Lavras da Mangabeira,31383
CE,23,07601,Limoeiro do Norte,58175
CE,23,07635,Madalena,19425
CE,23,07650,Maracanaú,221504
CE,23,07700,Maranguape,123570
CE,23,07809,Marco,26484
CE,23,07908,Martinópole,10895
CE,23,08005,Massapê,37560
CE,23,08104,Mauriti,46113
CE,23,08203,Meruoca,14674
CE,23,08302,Milagres,28354
CE,23,08351,Milhã,13170
CE,23,08377,Miraíma,13428
CE,23,08401,Missão Velha,35240
CE,23,08500,Mombaça,43619
CE,23,08609,Monsenhor Tabosa,17012
CE,23,08708,Morada Nova,61903
CE,23,08807,Moraújo,8520
CE,23,08906,Morrinhos,21905
CE,23,09003,Mucambo,14357
CE,23,09102,Mulungu,12526
CE,23,09201,Nova Olinda,15181
CE,23,09300,Nova Russas,31870
CE,23,09409,Novo Oriente,28220
CE,23,09458,Ocara,25123
CE,23,09508,Orós,21394
CE,23,09607,Pacajus,68800
CE,23,09706,Pacatuba,80378
CE,23,09805,Pacoti,11910
CE,23,09904,Pacujá,6168
CE,23,10001,Palhano,9209
CE,23,10100,Palmácia,12895
CE,23,10209,Paracuru,33426
CE,23,10258,Paraipaba,31986
CE,23,10308,Parambu,31293
CE,23,10407,Paramoti,11549
CE,23,10506,Pedra Branca,42746
CE,23,10605,Penaforte,8817
CE,23,10704,Pentecoste,36773
CE,23,10803,Pereiro,16115
CE,23,10852,Pindoretama,20207
CE,23,10902,Piquet Carneiro,16461
CE,23,10951,Pires Ferreira,10674
CE,23,11009,Poranga,12224
CE,23,11108,Porteiras,15010
CE,23,11207,Potengi,10790
CE,23,11231,Potiretama,6318
CE,23,11264,Quiterianópolis,20690
CE,23,11306,Quixadá,85351
CE,23,11355,Quixelô,14949
CE,23,11405,Quixeramobim,77174
CE,23,11504,Quixeré,21572
CE,23,11603,Redenção,27272
CE,23,11702,Reriutaba,19015
CE,23,11801,Russas,75018
CE,23,11900,Saboeiro,15753
CE,23,11959,Salitre,16161
CE,23,12205,Santa Quitéria,43359
CE,23,12007,Santana do Acaraú,31596
CE,23,12106,Santana do Cariri,17468
CE,23,12304,São Benedito,46171
CE,23,12403,São Gonçalo do Amarante,47297
CE,23,12502,São João do Jaguaribe,7721
CE,23,12601,São Luís do Curu,12760
CE,23,12700,Senador Pompeu,26547
CE,23,12809,Senador Sá,7367
CE,23,12908,Sobral,201756
CE,23,13005,Solonópole,18094
CE,23,13104,Tabuleiro do Norte,30263
CE,23,13203,Tamboril,25597
CE,23,13252,Tarrafas,8899
CE,23,13302,Tauá,57701
CE,23,13351,Tejuçuoca,18510
CE,23,13401,Tianguá,73468
CE,23,13500,Trairi,54418
CE,23,13559,Tururu,15594
CE,23,13609,Ubajara,33792
CE,23,13708,Umari,7665
CE,23,13757,Umirim,19521
CE,23,13807,Uruburetama,21206
CE,23,13906,Uruoca,13519
CE,23,13955,Varjota,18136
CE,23,14003,Várzea Alegre,40062
CE,23,14102,Viçosa do Ceará,58922
RN,24,00109,Acari,11344
RN,24,00208,Açu,57292
RN,24,00307,Afonso Bezerra,11202
RN,24,00406,Água Nova,3210
RN,24,00505,Alexandria,13852
RN,24,00604,Almino Afonso,4899
RN,24,00703,Alto do Rodrigues,13915
RN,24,00802,Angicos,11907
RN,24,00901,Antônio Martins,7205
RN,24,01008,Apodi,36189
RN,24,01107,Areia Branca,27356
RN,24,01206,Arês,14042
RN,24,01305,Augusto Severo,9716
RN,24,01404,Baía Formosa,9182
RN,24,01453,Baraúna,27238
RN,24,01503,Barcelona,4066
RN,24,01602,Bento Fernandes,5458
RN,24,01651,Bodó,2358
RN,24,01701,Bom Jesus,10114
RN,24,01800,Brejinho,12509
RN,24,01859,Caiçara do Norte,6587
RN,24,01909,Caiçara do Rio do Vento,3608
RN,24,02006,Caicó,67259
RN,24,02105,Campo Redondo,11066
RN,24,02204,Canguaretama,33623
RN,24,02303,Caraúbas,20564
RN,24,02402,Carnaúba dos Dantas,8045
RN,24,02501,Carnaubais,10760
RN,24,02600,Ceará-Mirim,72878
RN,24,02709,Cerro Corá,11318
RN,24,02808,Coronel Ezequiel,5587
RN,24,02907,Coronel João Pessoa,4963
RN,24,03004,Cruzeta,8164
RN,24,03103,Currais Novos,44887
RN,24,03202,Doutor Severiano,7184
RN,24,03301,Encanto,5593
RN,24,03400,Equador,6087
RN,24,03509,Espírito Santo,10727
RN,24,03608,Extremoz,27525
RN,24,03707,Felipe Guerra,6013
RN,24,03756,Fernando Pedroza,3037
RN,24,03806,Florânia,9254
RN,24,03905,Francisco Dantas,2909
RN,24,04002,Frutuoso Gomes,4228
RN,24,04101,Galinhos,2584
RN,24,04200,Goianinha,25292
RN,24,04309,Governador Dix-Sept Rosado,13048
RN,24,04408,Grossos,10197
RN,24,04507,Guamaré,14633
RN,24,04606,Ielmo Marinho,13400
RN,24,04705,Ipanguaçu,15147
RN,24,04804,Ipueira,2221
RN,24,04853,Itajá,7457
RN,24,04903,Itaú,5878
RN,24,05009,Jaçanã,8827
RN,24,05108,Jandaíra,6898
RN,24,05207,Janduís,5419
RN,24,05306,Januário Cicco,9879
RN,24,05405,Japi,5366
RN,24,05504,Jardim de Angicos,2669
RN,24,05603,Jardim de Piranhas,14606
RN,24,05702,Jardim do Seridó,12553
RN,24,05801,João Câmara,34585
RN,24,05900,João Dias,2691
RN,24,06007,José da Penha,6049
RN,24,06106,Jucurutu,18450
RN,24,06155,Jundiá,3851
RN,24,06205,Lagoa d'Anta,6692
RN,24,06304,Lagoa de Pedras,7478
RN,24,06403,Lagoa de Velhos,2765
RN,24,06502,Lagoa Nova,15274
RN,24,06601,Lagoa Salgada,8142
RN,24,06700,Lajes,11151
RN,24,06809,Lajes Pintadas,4803
RN,24,06908,Lucrécia,3933
RN,24,07005,Luís Gomes,10129
RN,24,07104,Macaíba,78021
RN,24,07203,Macau,31318
RN,24,07252,Major Sales,3906
RN,24,07302,Marcelino Vieira,8499
RN,24,07401,Martins,8706
RN,24,07500,Maxaranguape,11831
RN,24,07609,Messias Targino,4530
RN,24,07708,Montanhas,11572
RN,24,07807,Monte Alegre,22155
RN,24,07906,Monte das Gameleiras,2219
RN,24,08003,Mossoró,288162
RN,24,08102,Natal,869954
RN,24,08201,Nísia Floresta,26606
RN,24,08300,Nova Cruz,37395
RN,24,08409,Olho-d'Água do Borges,4370
RN,24,08508,Ouro Branco,4871
RN,24,08607,Paraná,4222
RN,24,08706,Paraú,3891
RN,24,08805,Parazinho,5173
RN,24,08904,Parelhas,21483
RN,24,03251,Parnamirim,242384
RN,24,09100,Passa e Fica,12655
RN,24,09209,Passagem,3075
RN,24,09308,Patu,12706
RN,24,09407,Pau dos Ferros,29954
RN,24,09506,Pedra Grande,3429
RN,24,09605,Pedra Preta,2568
RN,24,09704,Pedro Avelino,7059
RN,24,09803,Pedro Velho,14844
RN,24,09902,Pendências,14751
RN,24,10009,Pilões,3761
RN,24,10108,Poço Branco,15139
RN,24,10207,Portalegre,7811
RN,24,10256,Porto do Mangue,5884
RN,24,10306,Serra Caiada,9814
RN,24,10405,Pureza,9331
RN,24,10504,Rafael Fernandes,5040
RN,24,10603,Rafael Godeiro,3213
RN,24,10702,Riacho da Cruz,3485
RN,24,10801,Riacho de Santana,4278
RN,24,10900,Riachuelo,7863
RN,24,08953,Rio do Fogo,10758
RN,24,11007,Rodolfo Fernandes,4547
RN,24,11106,Ruy Barbosa,3678
RN,24,11205,Santa Cruz,38924
RN,24,09332,Santa Maria,5341
RN,24,11403,Santana do Matos,13605
RN,24,11429,Santana do Seridó,2675
RN,24,11502,Santo Antônio,23865
RN,24,11601,São Bento do Norte,2905
RN,24,11700,São Bento do Trairí,4318
RN,24,11809,São Fernando,3587
RN,24,11908,São Francisco do Oeste,4173
RN,24,12005,São Gonçalo do Amarante,98260
RN,24,12104,São João do Sabugi,6218
RN,24,12203,São José de Mipibu,43191
RN,24,12302,São José do Campestre,12933
RN,24,12401,São José do Seridó,4567
RN,24,12500,São Miguel,23274
RN,24,12559,São Miguel do Gostoso,9427
RN,24,12609,São Paulo do Potengi,17239
RN,24,12708,São Pedro,6216
RN,24,12807,São Rafael,8347
RN,24,12906,São Tomé,11205
RN,24,13003,São Vicente,6400
RN,24,13102,Senador Elói de Souza,6087
RN,24,13201,Senador Georgino Avelino,4322
RN,24,13300,Serra de São Bento,5883
RN,24,13359,Serra do Mel,11507
RN,24,13409,Serra Negra do Norte,8130
RN,24,13508,Serrinha,6518
RN,24,13557,Serrinha dos Pintos,4797
RN,24,13607,Severiano Melo,3893
RN,24,13706,Sítio Novo,5433
RN,24,13805,Taboleiro Grande,2518
RN,24,13904,Taipu,12366
RN,24,14001,Tangará,15529
RN,24,14100,Tenente Ananias,10646
RN,24,14159,Tenente Laurentino Cruz,5757
RN,24,11056,Tibau,4019
RN,24,14209,Tibau do Sul,13316
RN,24,14308,Timbaúba dos Batistas,2418
RN,24,14407,Touros,33506
RN,24,14456,Triunfo Potiguar,3366
RN,24,14506,Umarizal,10835
RN,24,14605,Upanema,14282
RN,24,14704,Várzea,5512
RN,24,14753,Venha-Ver,4121
RN,24,14803,Vera Cruz,12016
RN,24,14902,Viçosa,1714
RN,24,15008,Vila Flor,3116
PB,25,00106,Água Branca,10083
PB,25,00205,Aguiar,5573
PB,25,00304,Alagoa Grande,28646
PB,25,00403,Alagoa Nova,20500
PB,25,00502,Alagoinha,14284
PB,25,00536,Alcantil,5451
PB,25,00577,Algodão de Jandaíra,2475
PB,25,00601,Alhandra,19238
PB,25,00734,Amparo,2212
PB,25,00775,Aparecida,8263
PB,25,00809,Araçagi,17122
PB,25,00908,Arara,13355
PB,25,01005,Araruna,20051
PB,25,01104,Areia,23110
PB,25,01153,Areia de Baraúnas,1880
PB,25,01203,Areial,6900
PB,25,01302,Aroeiras,19204
PB,25,01351,Assunção,3830
PB,25,01401,Baía da Traição,8826
PB,25,01500,Bananeiras,21235
PB,25,01534,Baraúna,4758
PB,25,01609,Barra de Santa Rosa,15145
PB,25,01575,Barra de Santana,8249
PB,25,01708,Barra de São Miguel,5905
PB,25,01807,Bayeux,96140
PB,25,01906,Belém,17594
PB,25,02003,Belém do Brejo do Cruz,7320
PB,25,02052,Bernardino Batista,3356
PB,25,02102,Boa Ventura,5473
PB,25,02151,Boa Vista,6884
PB,25,02201,Bom Jesus,2532
PB,25,02300,Bom Sucesso,5007
PB,25,02409,Bonito de Santa Fé,11684
PB,25,02508,Boqueirão,17670
PB,25,02706,Borborema,5366
PB,25,02805,Brejo do Cruz,13900
PB,25,02904,Brejo dos Santos,6413
PB,25,03001,Caaporã,21555
PB,25,03100,Cabaceiras,5449
PB,25,03209,Cabedelo,65634
PB,25,03308,Cachoeira dos Índios,10114
PB,25,03407,Cacimba de Areia,3713
PB,25,03506,Cacimba de Dentro,17149
PB,25,03555,Cacimbas,7112
PB,25,03605,Caiçara,7293
PB,25,03704,Cajazeiras,61431
PB,25,03753,Cajazeirinhas,3165
PB,25,03803,Caldas Brandão,5945
PB,25,03902,Camalaú,5971
PB,25,04009,Campina Grande,405072
PB,25,04033,Capim,6326
PB,25,04074,Caraúbas,4115
PB,25,04108,Carrapateira,2601
PB,25,04157,Casserengue,7394
PB,25,04207,Catingueira,4920
PB,25,04306,Catolé do Rocha,30179
PB,25,04355,Caturité,4779
PB,25,04405,Conceição,18860
PB,25,04504,Condado,6733
PB,25,04603,Conde,23975
PB,25,04702,Congo,4780
PB,25,04801,Coremas,15409
PB,25,04850,Coxixola,1892
PB,25,04900,Cruz do Espírito Santo,17212
PB,25,05006,Cubati,7193
PB,25,05105,Cuité,20325
PB,25,05238,Cuité de Mamanguape,6340
PB,25,05204,Cuitegi,6841
PB,25,05279,Curral de Cima,5245
PB,25,05303,Curral Velho,2523
PB,25,05352,Damião,5246
PB,25,05402,Desterro,8253
PB,25,05600,Diamante,6591
PB,25,05709,Dona Inês,10456
PB,25,05808,Duas Estradas,3618
PB,25,05907,Emas,3485
PB,25,06004,Esperança,32785
PB,25,06103,Fagundes,11378
PB,25,06202,Frei Martinho,2986
PB,25,06251,Gado Bravo,8450
PB,25,06301,Guarabira,58162
PB,25,06400,Gurinhém,14117
PB,25,06509,Gurjão,3376
PB,25,06608,Ibiara,5974
PB,25,02607,Igaracy,6191
PB,25,06707,Imaculada,11749
PB,25,06806,Ingá,18042
PB,25,06905,Itabaiana,24565
PB,25,07002,Itaporanga,24499
PB,25,07101,Itapororoca,18332
PB,25,07200,Itatuba,10739
PB,25,07309,Jacaraú,14316
PB,25,07408,Jericó,7717
PB,25,07507,João Pessoa,791438
PB,25,13653,Joca Claudino,2680
PB,25,07606,Juarez Távora,7850
PB,25,07705,Juazeirinho,17902
PB,25,07804,Junco do Seridó,7054
PB,25,07903,Juripiranga,10669
PB,25,08000,Juru,9892
PB,25,08109,Lagoa,4687
PB,25,08208,Lagoa de Dentro,7619
PB,25,08307,Lagoa Seca,27247
PB,25,08406,Lastro,2765
PB,25,08505,Livramento,7355
PB,25,08554,Logradouro,4254
PB,25,08604,Lucena,12804
PB,25,08703,Mãe d'Água,4026
PB,25,08802,Malta,5672
PB,25,08901,Mamanguape,44369
PB,25,09008,Manaíra,11066
PB,25,09057,Marcação,8361
PB,25,09107,Mari,21755
PB,25,09156,Marizópolis,6522
PB,25,09206,Massaranduba,13654
PB,25,09305,Mataraca,8219
PB,25,09339,Matinhas,4497
PB,25,09370,Mato Grosso,2869
PB,25,09396,Maturéia,6441
PB,25,09404,Mogeiro,13317
PB,25,09503,Montadas,5528
PB,25,09602,Monte Horebe,4759
PB,25,09701,Monteiro,32774
PB,25,09800,Mulungu,9840
PB,25,09909,Natuba,10450
PB,25,10006,Nazarezinho,7318
PB,25,10105,Nova Floresta,10650
PB,25,10204,Nova Olinda,5999
PB,25,10303,Nova Palmeira,4784
PB,25,10402,Olho d'Água,6646
PB,25,10501,Olivedos,3880
PB,25,10600,Ouro Velho,3023
PB,25,10659,Parari,1795
PB,25,10709,Passagem,2383
PB,25,10808,Patos,106314
PB,25,10907,Paulista,12216
PB,25,11004,Pedra Branca,3796
PB,25,11103,Pedra Lavrada,7982
PB,25,11202,Pedras de Fogo,28286
PB,25,12721,Pedro Régis,6034
PB,25,11301,Piancó,15985
PB,25,11400,Picuí,18670
PB,25,11509,Pilar,11786
PB,25,11608,Pilões,6728
PB,25,11707,Pilõezinhos,5118
PB,25,11806,Pirpirituba,10555
PB,25,11905,Pitimbu,18685
PB,25,12002,Pocinhos,18272
PB,25,12036,Poço Dantas,3778
PB,25,12077,Poço de José de Moura,4245
PB,25,12101,Pombal,32712
PB,25,12200,Prata,4109
PB,25,12309,Princesa Isabel,22995
PB,25,12408,Puxinanã,13557
PB,25,12507,Queimadas,43667
PB,25,12606,Quixabá,1901
PB,25,12705,Remígio,19149
PB,25,12747,Riachão,3531
PB,25,12754,Riachão do Bacamarte,4476
PB,25,12762,Riachão do Poço,4442
PB,25,12788,Riacho de Santo Antônio,1923
PB,25,12804,Riacho dos Cavalos,8563
PB,25,12903,Rio Tinto,24023
PB,25,13000,Salgadinho,3871
PB,25,13109,Salgado de São Félix,12144
PB,25,13158,Santa Cecília,6583
PB,25,13208,Santa Cruz,6579
PB,25,13307,Santa Helena,5917
PB,25,13356,Santa Inês,3594
PB,25,13406,Santa Luzia,15278
PB,25,13703,Santa Rita,134940
PB,25,13802,Santa Teresinha,4592
PB,25,13505,Santana de Mangueira,5223
PB,25,13604,Santana dos Garrotes,7113
PB,25,13851,Santo André,2541
PB,25,13927,São Bentinho,4451
PB,25,13901,São Bento,33464
PB,25,13968,São Domingos de Pombal,3061
PB,25,13943,São Domingos do Cariri,2563
PB,25,13984,São Francisco,3375
PB,25,14008,São João do Cariri,4323
PB,25,00700,São João do Rio do Peixe,17929
PB,25,14107,São João do Tigre,4432
PB,25,14206,São José da Lagoa Tapada,7677
PB,25,14305,São José de Caiana,6231
PB,25,14404,São José de Espinharas,4684
PB,25,14503,São José de Piranhas,19956
PB,25,14552,São José de Princesa,3955
PB,25,14602,São José do Bonfim,3492
PB,25,14651,São José do Brejo do Cruz,1780
PB,25,14701,São José do Sabugi,4124
PB,25,14800,São José dos Cordeiros,3729
PB,25,14453,São José dos Ramos,5870
PB,25,14909,São Mamede,7756
PB,25,15005,São Miguel de Taipu,7079
PB,25,15104,São Sebastião de Lagoa de Roça,11677
PB,25,15203,São Sebastião do Umbuzeiro,3440
PB,25,15302,Sapé,52218
PB,25,15401,Seridó,10900
PB,25,15500,Serra Branca,13564
PB,25,15609,Serra da Raiz,3154
PB,25,15708,Serra Grande,3078
PB,25,15807,Serra Redonda,7053
PB,25,15906,Serraria,6153
PB,25,15930,Sertãozinho,4892
PB,25,15971,Sobrado,7712
PB,25,16003,Solânea,26734
PB,25,16102,Soledade,14714
PB,25,16151,Sossêgo,3475
PB,25,16201,Sousa,68822
PB,25,16300,Sumé,16784
PB,25,16409,Tacima,10822
PB,25,16508,Taperoá,15376
PB,25,16607,Tavares,14568
PB,25,16706,Teixeira,14974
PB,25,16755,Tenório,3011
PB,25,16805,Triunfo,9447
PB,25,16904,Uiraúna,15228
PB,25,17001,Umbuzeiro,9889
PB,25,17100,Várzea,2747
PB,25,17209,Vieirópolis,5295
PB,25,05501,Vista Serrana,3744
PB,25,17407,Zabelê,2208
PE,26,00054,Abreu e Lima,98602
